id;tweet;misogynous;misogyny_category;target
2823;And the a&&hole Bannon thinks we are all stupid https://t.co/cITcb3d4We;0;0;0
2824;bitch what is badmaash curry is the curry gonna steal my girlfriend https://t.co/yV5sVL4TiY;0;0;0
2825;@NationFirst__ @ippatel Are you nut... Why u are comparing #Ram with shahjahan 😕😕;0;0;0
2826;Monday you slag;0;0;0
2827;@JagoSarbahaara @autumnrainwish you forgot Ram mandir;0;0;0
2828;@JosieCOnline Stop being a slag then! You only attract one kind!;0;0;0
2829;@PressSec @realDonaldTrump You stupid cunt. Trump has done nothing but sign executive orders to fuck the country and play golf. #sarahSandersCunt;0;0;0
2830;@ShubhamGhante @PLAYERUNKNOWN @steam_games *doesn't render for you. Just in: If you buy faster RAM (2400MHz or over) it loads buildings in a fraction of a second.;0;0;0
2831;@FilmCompanion @Contest_Hub @akaMA_jiRO 3) Beyond The Dream Girl 📖🔖💛 by Ram Kamal Mukherjee. Wish to win this @FilmCompanion 😊 #FCcontest #HemaMalini;0;0;0
2832;@weeny BTW I have history of being trolled for speaking up (I was the girl who made news for being slut shammed by an auto driver).;0;0;0
2833;@nowthisnews I believe Putin has a video of trump screwing a 12 yr old in Moscow hotel. Trumps resorts are whore houses for the rich. He golfs a lot.;0;0;0
2834;@Cawnporiah @nanditathhakur Acharya.. have you read the analysis/opinion given by our 'historians' to SC wrt Ram Temple? Even 'WTF' will be ashamed. @indiantweeter;0;0;0
2835;YOU A STUPID HOE YOU YOU A STUPID HOE;0;0;0
2836;@TimesNow Where were all these people when Ram Setu was to be destroyed. Where were you when your coalition partner Karunanidhi commented on Sri Ram;0;0;0
2837;@Brandy_t_alex @TgirlPromo1 Mmmmm sweet pussy hole :) xx;0;0;0
2838;#AlMichaels literally committed word rape. White men cannot be allowed to speak or make jokes. We need LGBTQ hosts on MNF now! Pussy hats!;0;0;0
2839;ha! Joking I love that girl too — she’s a slag x https://t.co/qkEo0YUg8Z;0;0;0
2840;when a gurl is too friendly they called her slut when girl is too shy they said she should change GIRL IS ALWAYS THE PROBLEM;0;0;0
2841;COME ON YOU SLAG!!! #ophelia;0;0;0
2842;I've been harassed by women as much as I have by men...is that worthy of 'me too'? Or does the abuser have to have a dick for it to count?;0;0;0
2843;Yo i hate being a freakin woman where can i grow my new dick;0;0;0
2844;@netanyahu Yeah-- psycho Polack stupid cunt. That is YOU, Netanyahu you goddamned Polak idiot. Dumb. Idiot. Bibi. Fucking trash.;0;0;0
2845;What a stupid little cunt. Hope his dad beat him up and stabbed him in the face then kicked him out the gaffe stupi… https://t.co/vkzYiauqe1;0;0;0
2846;I guess i was a cunt to a woman who was flirting with our married friend (wife is put of town.) She knows he is married etc.. Good.;0;0;0
2847;I've done the same.. If I'm already getting pussy why would I wanna fuck my female friends? Not every hole is a goal honestly.. Honestly.. https://t.co/oWIPfK4xe2;0;0;0
2848;never had met god via getting ya pussy ate ass ho,;0;0;0
2849;#rock #pop #dance #hits #np Teenage Bad Girl - Black Hole (Featuring Todd Fink) on https://t.co/NmtFmHd7Wo;0;0;0
2850;Let's get this straight if you slag off players & the manager it's not an 'agenda' it's cos you've fucking had enough of the lot of em.;0;0;0
2851;MEC Panyaza Lesufi will visit a Mamelodi school to receive a report on the alleged rape of a 17-year-old girl pupil. https://t.co/eegsJulxTv;0;0;0
2852;@james_ebo If you feeling like pimp james go ahead and brush your shoulders off⚡️;0;0;0
2853;@MasalaBai @saileenas @betwasharma Glaring deficiencies in healthcare ignored. Building stupid Ram mandir and statues are given prominence. UP is suffering from Sangh poison;0;0;0
2854;@BBCSport Garth crooks is a stupid fat Ozil looking cunt;0;0;0
2855;@JavaSparrowYT because your father sucks dick for a living to put food on the table, that's why i said it you stupid fucking cunt;0;0;0
2856;@MikeAndMike Had this play heappened in a 49ER-RAM game would you bore us on that too?;0;0;0
2857;"There’s an a&amp;r /Dj that works at radio owes alot of uk artist in my era a massive apology u played alot of games god na sleep pussy hole";0;0;0
2858;Men, leave women that are having their feminist moment 'in your eyes' alone. Why are you triggered? You have a dick... Flourish my brother✊;0;0;0
2859;'no laughing matter' why did you joke about rape then you fucking cunt https://t.co/gT9PuK2RVR;0;0;0
2860;@guardian WHAT some of these BITch Part starlets promote to young is worse than rape it is rape of young minds. What goes around comes around!;0;0;0
2861;"@ptshrikant @UPGovt Excellent. May almighty ram give lot of power all of you to construct ram mandir,break 370 in j&;k, crush islamic agenda and amend constitut";0;0;0
2862;@Independent I follow the women now!Got burned by dirty Dick an DOJ Patriotic women last time!;0;0;0
2863;Thinking about my beautiful woman tina i love you ... And working in the hell hole;0;0;0
2864;Jesus Sex Trafficking is grim. A lot of these women were damaged by something happening to them and that's where the pimp took advantage;0;0;0
2865;Facebook “slut shaming” pages reflect deeper problems with society’s discriminatory attitude towards women #QandA https://t.co/Yg5vDpxx3z https://t.co/YIncpoFK2G;0;0;0
2866;@Swamy39 What great you will achieve by building Ram Mandir. Crook;0;0;0
2867;@kunalkamra88 Okey let's build Ram Mandir..? Dare you to answer..!!;0;0;0
2868;You're just a stupid cunt in all honesty fella. https://t.co/5PiRYqx7eN;0;0;0
2869;@mk_bagadiya @Gaurikashyap10 You are living in world of illusions.....no RAM MANDIR and Dara 370 will not be removed before elections in 2019.;0;0;0
2870;@Tiggs_Tao British people say cunt like American people say dude I not know this woman at counter asked me for help… https://t.co/A6n1pu0F8I;0;0;0
2871;@mrpford @Lisa_Wilkinson True, many women think Karl is a dick and Lisa is fantastic;0;0;0
2872;If 'every male cheats' then why is every girl a slag? https://t.co/kzwfmYdQ88;0;0;0
2873;'Why wont any1 eat my pussy?' well first off we got to many fish markets around here hoe, your pussy should smell pussyishy.. not brim fishy;0;0;0
2874;The next message you need is always right where you are ~ Ram Dass #Intuition;0;0;0
2875;@alexandervoro14 stupid cunt.;0;0;0
2876;"Spoke with a young woman other day who had been slut-shaming herself. I gave her the space of unconditional love &; acceptance....";0;0;0
2877;Let's not forget the danger our girls are in these two were nicked for rape of a 14 year old girl in July in Birmingham. https://t.co/MX3Oyadgji;0;0;0
2878;"People who think rape jokes are funny, NOTALLMEN is a valid argument and that women ask for it; #MeToo ";0;0;0
2879;The best part about being me is that I'll never be like you;0;0;0
2881;@KTHopkins Are you not allowed to mess up?! No! You are not allowed to rape people it’s illegal! You are a grade A cunt kt!;0;0;0
2882;"@BJP4India @narendramodi @AmitShah I Want Ram Mandir &; Development in India. Do you want both or Nothing?";0;0;0
2883;(1) I hate companies that utilize this stupid fucking 'point system'. Suck my fucking dick? Tired of this stupidity.;0;0;0
2884;@ddlovato Stupid cunt. Does not undestand terrorism. Film cunt. Ecnendable sypud cunt. Cunt.;0;0;0
2885;There's not a woman on here impressed by your dick-pic-as-profile-pic, guys. We get that youre proud of it but that's not sexy. Put it away.;0;0;0
2887;"@Swamy39 Then please hurry you have only 386 days left to build Shree Ram's Temple &; a hospital across Saryu.";0;0;0
2888;the simple fact of you calling a girl hoe just because she rejected you shows how much you didn’t deserve her.;0;0;0
2889;The poor kid wanted a fuck and got a bitch prego and now is fucked for life hahahahaha dumb cunts;0;0;0
2890;Take this hard cock up your ass balls deep https://t.co/5Q7DVksVkA;0;0;0
2891;Ramming Her Pussy Broke https://t.co/Nfl9z0IhpI;0;0;0
2892;LRT 'I choose to be stupid than be a hoe' lmao its so tough being a ride or die 😂😂😂😂;0;0;0
2893;Speaking of creepy. This narcissist sounds like a creepy guy on the run from a rape charge. Being Putin's bitch not that satisfying? https://t.co/xiJxVQ2HCg;0;0;0
2894;@AxAs23 @TeleFootball Stupid cunt chelsea have 3 starting player out long term;0;0;0
2895;Ppl want to complain for the stupid reasons ! Suck a big ass dick maybe that will keep you from talking ! 😡;0;0;0
2896;@Trevornoah good you slag. Comedy Central hasn’t been about comedy since 2004 https://t.co/1sFxssgYiO;0;0;0
2897;@MemberBerries pimp Butters 😂”do you understand what I am saying?”;0;0;0
2898;@BleacherReport @kplangley1 that could couldn't tell you the starting QB..much less what a Ram is...lol..j/k;0;0;0
2899;"My ex girlfriend cheated on me to on top of all that with her 50+stepdad&amp;anorexic 85lb white wannabe Eminem faggot boyfriend what a hoe..FU!";0;0;0
2900;Wishing the one and only @sumit_garima very Happy Birthday and Happy Diwali Hope you do best, whatever you do. Jai Shri Ram. Jai Mata Di.;0;0;0
2901;Robert DeNiro used his 'Tribeca Grill' as after hours whorehouse to Pimp young women to Harvey Weinstein. #MeToo https://t.co/X5LMjds4Bv;0;0;0
2903;This stupid dick head didn’t say thank you when I held the door for him going into 7/11 so I pulled that shit close in his face when I left;0;0;0
2904;Cunt of the year qualifier. Blocked the path. A woman with a six month old kid in a pram had to walk in the road with traffic because of him https://t.co/kkcZ3EL28f;0;0;0
2905;@Appa_HS You guys need thicker skin. You're acting like he grabbed her right by the pussy and called her a cunt. #SocialJusticeWarrior #WhiteHorse;0;0;0
2907;I've never liked @JKCorden and he didn't endear himself with the Sean Spicer bromance and Stupid Weistein jokes. Bit of a cunt;0;0;0
2908;Isn’t it funny how people are so quick to slag you off behind a keyboard, but when they see you in person they run away😂;0;0;0
2909;@Ram_Guha Swine won't you write about bsf jawan and one lady grievously injured by ur fav cattle smugglers ? U are a Pimp .;0;0;0
2910;Royal Queen Bitch... Needs to be broken down by monsters, Futas or women no men allowed. #OpenRp #Lewd #Sub mainly #Dark Kinks https://t.co/WG5lui7jVG;0;0;0
2911;Why send dick pics when you can go out there and disappoint women in real life?;0;0;0
2912;@booshmoon2 Exactly mate. I’ve had my cock grabbed at least 3 times by a women in the workplace....Without even asking them to first!;0;0;0
2913;@NathanFindlayy A was wondering what had gills and a tail! Forgot fish had tails am a stupid cunt;0;0;0
2914;@DanielleMuscato I won't tell women to 'suck my dick' as you did https://t.co/pX4VVEPuUf;0;0;0
2915;@Txttey @DeGeazlgy @veganawad @TheDanishWall @ReliableRoberts @IconicFellaini Right on brothers. Fuck these pussy cunt vegans;0;0;0
2916;Clinton Foundation to keep Weinstein's $250,000 donation....No surprise here - #HillaryClinton does NOT care about women she´s a money whore;0;0;0
2917;lmao @rickmillsuk doesn't like the truth but he left a comment from someone who quoted me. what a stupid cunt! https://t.co/7NbgXqTAXm;0;0;0
2918;Yall look stupid for the dick. Now block me back;0;0;0
2919;"Part of this will be erasing the words, slut &; whore from the vernacular. They're words that do no good. https://t.co/7eWRSEkBJK";0;0;0
2920;@waglenikhil Shame on You @waglenikhil - You have now stooped down to a category of - PIMP. Disgusting levels of lack of morality or ethics.;0;0;0
2921;You have 20 followers - and you're clearly a rape apologist cockroach- and a cunt https://t.co/dXqP8EvXJ0;0;0;0
2923;u a stupid ho;0;0;0
2924;@ThomasModzHD_YT @ITz_NaSTy Your an idiot slag him off behind his back call him out you have a. Problem;0;0;0
2925;@rainbowslovehl Imagine if it had been a 16yo girl presented by her management as a slut with half a dozen blokes all a whole lot older than her?;0;0;0
2926;I like 21 savage music but damn lil nigga how can you walk with your girl holding a sign saying you a hoe;0;0;0
2927;♪ Shit mothafucka ass tits cunt cock mothafucka tit... — Dafuq? https://t.co/CDENIpmQAI;0;0;0
2928;You can't have sex with a personality;0;0;0
2929;I'd like to bend her over a barrel and show her the 50 states if you know what I mean;0;0;0
2930;It was cool to fight in highschool. But after that guys are all buds. Apparently women don't understand the concept;0;0;0
2931;Women have become bigger players than men. The tides have turned my friends;0;0;0
2932;Start your week right with our favorite music video of 2013 featuring one of our best supporters: http://t.co/Oh9jyXw4ma;0;0;0
2933;.@Jwillie54 thanks for the follow! DM for info about upcoming meetings and events #MaleDomination;0;0;0
2934;@CaptainTibbins Thank you for supporting our cause Brandon!;0;0;0
2935;New to Twitter-- any men on here know what the process is to get #verified?;0;0;0
2937;@CHUBZZZ__ Couldn't agree more! Thanks for supporting our cause. Check out our account and DM for info about upcoming events #MaleDomination;0;0;0
2938;RT @totalfratmove: 'A good time was had by all,' to describe a time that only you enjoyed. #TFM;0;0;0
2939;@TheRealAlSnow Al you are a gift to our cause! Keep up the work brother #maledominance;0;0;0
2941;RT @LargerThanWords: Women are smarter than men, they have figures to prove it.;0;0;0
2942;@Gaelic_Norseman Excellent point Looney. Can we use this quote in our brochure? Let us know. Thanks for supporting our cause #maledominance;0;0;0
2943;@ApexContestPrep Dave this is a really solid point. Thanks for supporting #maledominance;0;0;0
2945;@MrMWerling We say this all the time. You should try to come to one of meetings brother. Thanks for the support #maledominance;0;0;0
2946;@signs_of_life_ Women everywhere really! Thanks for the support Michael #maledominance;0;0;0
2947;RT @rebeccaweing: wooohoooo patriarchy is the way it should be!! :-) #maledominance #femaleinferiority;0;0;0
2948;RT @TheDopestNWord_: Would you like to live in another country? — Yup. Saudia Arabia. #MaleDominance #WashYourHandsBeforeYouTouchMe... http…;0;0;0
2950;@mdpsociety #maledominance;0;0;0
2955;@LeviathanPride thank you for your support! We'd love it if you came to our next meeting #MaleDominance;0;0;0
2956;@robinthicke hey man! we're finally on twitter and just wanted to thank you so much again for the ongoing support. you are so inspiring;0;0;0
2957;RT @realDonaldTrump: 'You miss 100% of the shots you don't take.' -- Wayne Gretzky;0;0;0
2958;@erinralph53 Couldn't agree more! Refreshing to see a woman who feels the same;0;0;0
2959;@kevinsd73 So true! Yet another case for #MaleDominance;0;0;0
2961;@ALLCAPSBRO we feel the same way bro #maledominance;0;0;0
2963;@gabriel_varney so do we! the worst! #MaleDominance;0;0;0
2964;@officialKidluke truth;0;0;0
2966;#MaleDominance let's get it trending!;0;0;0
2967;@robinthicke hey brother, loved the performance the other night. #inspiring;0;0;0
2968;@__________Cas amen, man. would love to see you at one of our upcoming events. check out our account for more info. #MaleDominance;0;0;0
2969;@hotmessminushot touché! #MaleDominance;0;0;0
2970;RT @ThoughtCatalog: This Is How Men Should Support Feminists (As Told By A Young Conservative Libertarian Male) http://t.co/VBUB4dzc0o;0;0;0
2971;@__Hillz true! #MaleDominance;0;0;0
2973;@TheFreshEra we are too brother. Thanks for the support we'd love you to come meet with us #maledominance;0;0;0
2974;RT @Hasto_McGasto: “@LACLlPPERS: #YesAllMen http://t.co/NkeEriKnEP” you know what... This is the only double standard were allowed lol;0;0;0
2975;The fuck kinda school you go to, fam https://t.co/16JgFsKMNj;0;0;0
2976;@yesaIIwomen stop bitching and work on dinner;0;0;0
2977;"Life Hack- There are people that use DM's to simply have convo's with friends... And here I thought it was only for nudes &; to line up sex";0;0;0
2978;I hate when handicapped people park in regular spots... Who TF do they think they are?!;0;0;0
2979;I just want a girl that can eat a Popeyes biscuit without taking a sip of water... She has the right amount of saliva for me;0;0;0
2980;RT @garagefire: #yesallmen followed you;0;0;0
2981;So many cum dumpsters so little time;0;0;0
2982;#ShitPussiesSay http://t.co/thXl9jJ4Wh;0;0;0
2983;RT @amyriding98: Why are guys expected to text girls first? #equalrights #yesallmen;0;0;0
2984;Just want to say thank you to @kobebryant and @Duke_MLAX for their great work in the past #inspiration;0;0;0
2985;@emo_138 hurry up on the ham and cheese;0;0;0
2986;@Scouse_ma 😭😭😭 you ain't shit;0;0;0
2987;Dating is for dumbasses... I keep a squad of chicks at all times;0;0;0
2988;These tweets are meant to provide a counter to the one sided #YesAllWomen movement, but first and foremost stands as a parody account.;0;0;0
2989;If you find it necessary to message a complete stranger about your hurt feelings over a post... It might be time to log off the internet;0;0;0
2990;@gracecoexist I'll take a BLT on rye;0;0;0
2991;@AndzMz we are gonna be friends #YesAllMen http://t.co/YCAM2ZK02W;0;0;0
2992;RT @asweeting: Just got approached by a bachelorette to dance for them like a stripper or something. I'm not a piece of meat. #yesallmen;0;0;0
2993;RT @jarettalfero12: RT to save someones life, it only takes a second, you dont know who'll need it #YesAllMen http://t.co/PKILxIzd3B;0;0;0
2994;RT @OneManFrat: '@TooDrunk2Care: “@_catsandtats: Seriously. http://t.co/BRhNCswKwt” #YesAllMen' When will women stop treating us like obj…;0;0;0
2995;RT @D_cumms1: I'm not just legs and a wallet #YesAllMen http://t.co/wTXE4oAL5O;0;0;0
2996;Why do women get married in white? So they match the kitchen appliances;0;0;0
2997;Talent- Knowing when to stroll away and not look back;0;0;0
2998;You ever just wanna cut off every single person in your life, get on a boat and sail into a whole new life? Cause same;0;0;0
2999;If you can't spell 'masturbate' right, we can't sext... I don't have time for that kind of negativity in my life;0;0;0
3000;Drake- I love you, we should date Rihanna the savage- https://t.co/kFXuM3HZmE;0;0;0
3001;When a baby won't stop crying so naturally you have to outdo the little shit https://t.co/GqFuZZuxSg;0;0;0
3002;Sex with me is like a roller coaster... You're going to be strapped down tight for the ride of your life and can have a vid for a small fee;0;0;0
3003;I hate it when people ask me for a favor... I've never asked anyone for anything specifically so I don't have to do anything for anyone;0;0;0
3004;@b00berella what does the word 'Parody', clearly stated in the bio, mean to you?;0;0;0
3005;That Mercury shit be havin these bitches trippin;0;0;0
3006;I think I'll marry the girl that sits down next to me at a bar, shows me my own IG page and tells me how hilarious it is. I like smart girls;0;0;0
3007;RT @cyndatriII: #meninists #yesallmen http://t.co/qu8w6QoIv6;0;0;0
3008;RT @asianwasted: I'm crying over the @YesAllMenBitch tweets 😂😂😂;0;0;0
3009;@asianwasted we're not just objects that entertain you, we have feelings too! #YesAllMen;0;0;0
3011;What's 6 inches long, 2 inches wide, and drives women crazy? A $100 bill;0;0;0
3012;Women treat us like objects. We are not ATM machines here to give you our hard earned money so u can buy uggs, Christ. #YesAllMen;0;0;0
3013;@feministabulous these Barbies are the biggest change feminists have caused in the past 100 years, congratulations. #YesAllMen;0;0;0
3014;@emo_138 @BearBaumann calm down this parody account is live again, that was close tho u guys almost had an impact on something #YesAllMen;0;0;0
3015;Feminists be like http://t.co/yscYRUlCcr;0;0;0
3016;@bryn_adams @natbenkowski #YesAllMen because... http://t.co/ldkaw3NCta;0;0;0
3017;@natbenkowski @George1Panos @bryn_adams so #YesAllWomen is fine but #YesAllMen should burn in hell? Looks like someone didn't get their way;0;0;0
3018;The whining never stops #YesAllMen http://t.co/Wn7nl6Xthe;0;0;0
3019;why do girls like wine? because thats all they do.;0;0;0
3020;A reminder, this is a parody account, used for entertainment. Tweets should be taken almost as seriously as we take #YesAllWomen tweets;0;0;0
3021;I love powerful, strong women. They can open jars without my help!;0;0;0
3022;Couldn't have said it better #YesAllMen http://t.co/0GhYkhEEoD;0;0;0
3023;I bought a condom that said 'For her pleasure' so I turned it inside out;0;0;0
3024;This is how I feel about all our haters right now #YesAllMen http://t.co/wdunqgUKaD;0;0;0
3025;just because I am shoving your head down doesnt mean I want head, I just want my belly button lick, christ. ask before you suck #Yesallmen;0;0;0
3026;Because running the world is harder than you'd think. #YesAllMen;0;0;0
3027;@imbriemarie doubtful. Your grammar indicates a lack of schooling, your recent tweets indicate you're racist, and 'we' have to deal w/ you;0;0;0
3028;It's a lovely evening to... http://t.co/QYVvVpXlhz;0;0;0
3029;@imbriemarie I'm white. Is there no such thing as racism against whites? http://t.co/TA3ahg4mka;0;0;0
3030;@2017076 Are you homophobic?;0;0;0
3031;@Country_Angel3 @2017076 then what is #YesAllWomen?;0;0;0
3032;Women: 'started from the bottom, still here';0;0;0
3033;@JODYHiGHROLLER @diplo @wizkhalifa . @JODYHiGHROLLER JODY HOW DO U KEEP THE VERSACE BiTCHES IN THE KiTCHEN ?;0;0;0
3034;lets get rid of womens sports and make men and women play side by side! #equality;0;0;0
3035;If women want equality than shirts vs skins should go both ways;0;0;0
3036;RT @businessinsider: The highest-paid woman CEO was born a man http://t.co/yXoOZnkVh4 http://t.co/cCRpWKz4eC;0;0;0
3037;Some of y'all should stop posting stories before people realize how annoying and unfunny you really are... Fuck around and lose followers;0;0;0
3038;Me flirting- So how many filters you got on that thang;0;0;0
3039;We apologize for the absence, we were suspended again due to our tweets that are obviously for entertainment only. #WomenLogic #YesAllMen;0;0;0
3040;When yo girl start yelling at you for no reason. http://t.co/JgXQUNL8wl;0;0;0
3041;LOL http://t.co/x6iynmAhmk;0;0;0
3042;great article about title IX and why it needs to be removed ASAP. 45 years of crap. It needs to go. http://t.co/a4cWBrjmyr;0;0;0
3043;#jackandjackdoingitright #USAvsBEL New blog 'Fighting for Men's Rights' --- have a look: #USA http://t.co/g64qzsIcyf;0;0;0
3044;@MartinDomig @deanesmay @Femalefedupwith @JudgyBitch1 @Typhonblue New blog (previously Man of the Month) http://t.co/g64qzsIcyf;0;0;0
3045;The man won this one http://t.co/7UxThVtyAL;0;0;0
3046;All of us from dealing with feminists #ThingsTimHowardCouldSave;0;0;0
3047;Feminists' husbands #ThingsTimHowardCouldSave;0;0;0
3048;#everyday-sexism #xbox #WeLoveYouConnor #CashNewVideo Feminists say only men have privileges. Not!! http://t.co/U7LGSJ6n5w;0;0;0
3049;@deanesmay #WeLoveYouConnor Oxymoron Of The Day: 'Independent Women';0;0;0
3050;#YesAllMen because cars need to be built, repaired, and driven correctly by someone.;0;0;0
3052;@WomensHeaIthNow @RobertGriffinQB much more kitchen appropriate;0;0;0
3053;#CamsBookClub #AskOrange My blog is popular among #men as it highlights those who fight against #feminist bull#%it. http://t.co/JIXoh5xDTo;0;0;0
3054;#WorldCup Blog for #teens who want to join the men's rights movement to cancel #feminist bull#%it. http://t.co/gIaN2HEkGL;0;0;0
3055;Oxymoron of the Day: Factual Feminist See the Blog: http://t.co/gIaN2HEkGL;0;0;0
3056;@bryn_adams oh ya because in 2009 14% of America said they cared/supported women's rights;0;0;0
3057;@bryn_adams well if feminists make up stats all the time can't a guy? Double standard yet again. https://t.co/9iyx8w6OFW;0;0;0
3058;@bryn_adams watch the video and you'll understand;0;0;0
3059;http://t.co/DapbomSQnA A monthly blog about men of action for men's rights. Use your RSS feed to receive it. #Sunrise #padres #bitcoin;0;0;0
3060;#press #news #blog #army #sex Once a month, a man of action is highlighted. Check it out today. http://t.co/DapbomSQnA;0;0;0
3061;http://t.co/DapbomSQnA Men know that #feminism is in decline, and now work to ensure female supremacists are in jail. #DearFeministMen;0;0;0
3062;#menrdecent India men should grab the RSS feed of my blog to see men of the world fighting for men's rights. http://t.co/6n4V9kBtya;0;0;0
3063;http://t.co/6n4V9kBtya See the monthly post, that highlights men of action. Men's rights are here! #CallMeCam #MenRights #shrewculture;0;0;0
3064;Men are fighting for their rights. Subscribe with RSS. #EqualParenting #bb16 http://t.co/6n4V9kBtya;0;0;0
3065;Red Sox fans are following my blog. Men's rights today !!!! #jobsreport #mensrights #women http://t.co/6n4V9kBtya;0;0;0
3067;The #BJP will not support men's rights. What are *YOU* doing about it. See the blog, watch men of action! http://t.co/6n4V9kBtya;0;0;0
3069;Show your support. Subscribe by RSS. Men's rights advocates are growing! #jobsreport #BringingBacktheSunshine http://t.co/6n4V9kBtya;0;0;0
3070;See the blog that highlights men of action in the fight against #feminism. RSS today! http://t.co/6n4V9kBtya http://t.co/6n4V9kBtya #PAS;0;0;0
3071;#Feminism started the war, men will end it. bye, bye #feminists. #RedSox #teen #girlpower http://t.co/6n4V9kBtya;0;0;0
3072;There is no such thing as a feminist man. There are only brain-washed men who have been duped by #feminist promises. #DearFeministMen;0;0;0
3073;#DearFeministMen what to do about anyone who admints being a #feminist. Can a feminist spell A-T-T-I-C-A? http://t.co/6n4V9kBtya;0;0;0
3074;Question: When does a #feminist stop being a #feminist? Answer: When confronted with logic. http://t.co/6n4V9kBtya;0;0;0
3075;The question for debate today, is how many years in prison should #feminists receive? #SmileMatt #USA http://t.co/6n4V9kBtya;0;0;0
3076;#Men are now asking if #FEMINISTS deserve the right to vote. The have proven they are not capable of honesty. http://t.co/DapbomSQnA;0;0;0
3077;When with the #feminazis be held accountable for their actions? The day is coming ----- bye bye #feminism. http://t.co/6n4V9kBtya;0;0;0
3078;#MUFC Walmart #MacysBTS #target Help your fellow man. Subscribe to the blog today: http://t.co/6n4V9kBtya;0;0;0
3079;#GloriaSteinhem and #GermaineGreer will soon have their long-needed funerals. The sooner the better. http://t.co/6n4V9kBtya;0;0;0
3080;Egyptian men will soon be fighting for men's rights. #FlawlessRemix #oomf #NFL #NBA #MLB #Cairo http://t.co/6n4V9kBtya;0;0;0
3081;Note to #feminist. This is the picture of 'male privilege'. https://t.co/vCoeHqJErY What say you now? http://t.co/6n4V9kBtya;0;0;0
3082;Follow my blog. See the men who *are*fighting for men's rights. #Zakatus #misandryisreal #teens #NaturalRights http://t.co/6n4V9kBtya;0;0;0
3083;Stop the spread of #misandry. Fight for men's rights today! #OWS #tcot #tlot #AskTheHEEL #WomenAgainstFeminism http://t.co/6n4V9kBtya;0;0;0
3084;#WomenAgainstFeminism is a welcome social movement. Yet, they still do not advocate men's rights. #tcot #VoteGop http://t.co/6n4V9kBtya;0;0;0
3085;#TheTalk is the typical sexist bigoted all-female show that berates males. End #misandry today! Men are fighting!! http://t.co/6n4V9kBtya;0;0;0
3086;Women are rejecting #feminism, but are not actively supporting men's rights. Why???http://t.co/PHmGsEcKLA http://t.co/6n4V9kBtya;0;0;0
3087;Men , look at the temple of female gluttony - a shopping mall. Count the no. of women's clothing stores. #ftbullies http://t.co/6n4V9kBtya;0;0;0
3088;#StopChildAbuse The next social movement will be about stopping women who abuse children. It is a real problem. http://t.co/6n4V9kBtya;0;0;0
3089;When they tell you 'just be yourself' so you show them what a piece of shit you really are...;0;0;0
3090;I like to blog about masculinity, fascism, alternative ideas, heres my next account;0;0;0
3091;Dom porn pic :) http://t.co/mHn03xT48Q;0;0;0
3092;@muktadirkhan00 Fascism is an ideology system were Men have the power, under a strong ruler, we would have more masculinity allowed;0;0;0
3093;@whycloudfloat unblock my account 'AryanFascist101'. Im a nazi/fascist human supporter. (This is from backup account);0;0;0
3094;@whycloudfloat Yes you are right. I must save the philosophical stuff for others. Different people have different skills/roles.U are soldier;0;0;0
3095;@whycloudfloat Okay good. As long as the Men are comrades with same belief/movement can join same group to fight enemies;0;0;0
3096;If he took you out tonight for Valentine's Day, you're a sidebitch;0;0;0
3097;@Loftyhowell ✋🏼 hey that's a fair fucking trade 🌚;0;0;0
3098;When your ex leaves her shoes at your place https://t.co/92M3UlnysJ;0;0;0
3099;Valentine's Day vibes https://t.co/TbKYawag68;0;0;0
3100;Remember nothing says 'I love you' like letting her pay for dinner... It shows her that you really trust her to take care of you;0;0;0
3101;Her- remember when you said you loved me? Me- https://t.co/hv9WiaqXTu;0;0;0
3103;RT @whitneyrawlins: 💕💕💕 https://t.co/yszzyYy5ZX;0;0;0
3104;Talent- Fucking up EVERYTHING;0;0;0
3105;When somebody tells me they're off work for Presidents' Day https://t.co/UmaYfEr4iF;0;0;0
3106;@SpinCheychael__ you're a goddamn savage;0;0;0
3107;RT @SpinCheychael__: caught myself giving a dirty look to a pigeon today. no one is safe.;0;0;0
3108;When you know it's time to give up on that New Years resolution and stop going to the gym https://t.co/g3GW7jIf2p;0;0;0
3109;Pro Tip- Get yourself a smart girl, they're into the kinkiest shit;0;0;0
3110;When the whole squads outfits are on point https://t.co/SbLjxccUce;0;0;0
3111;There's no bigger turn off while sexting than someone that doesn't know the difference between 'your' and 'you're';0;0;0
3112;I digest relationships before we ever breakup... Smooth transition;0;0;0
3113;"An hour into 'paycheck &; bills' and you realize you really need to start selling drugs https://t.co/nGBj6yHCBi";0;0;0
3114;RT @AshLloyd240: Zero motivation this week. #sorrynotsorry Rp @yourfuckboy1 https://t.co/1EivezH77m;0;0;0
3115;If I'm only nice to you and don't insult you, I don't want to sleep with you;0;0;0
3116;When eating the groceries didn't quite go as planned... https://t.co/retezZDdZm;0;0;0
3117;Fucking DEAD 😭 https://t.co/EPjYJbelFe;0;0;0
3118;I luh dem hoes https://t.co/hO6l6EAwSJ;0;0;0
3119;When you're sneaking snacks into the movie theater https://t.co/saiA0GiUQG;0;0;0
3120;In the 8 months of having this account and the pro stalking I've done... Australia by far has the baddest bitches, with Canada a close 2nd;0;0;0
3121;When you cop that new Burberry moo moo https://t.co/yzphVXhMRC;0;0;0
